날짜,시간,구장,경기원정팀홈팀,구분,중계방송사
2023.04.26 수,18:30,사직야구장,종료  한화  1  롯데  8,페넌트레이스,KBS N SPORTS
2023.04.26 수,18:30,고척 스카이돔,종료  KT  2  키움  13,페넌트레이스,SPOTV
2023.04.26 수,18:30,광주-기아 챔피언스필드,종료  NC  0  KIA  6,페넌트레이스,MBC SPORTS+
2023.04.26 수,18:30,대구 삼성 라이온즈 파크,종료  두산  0  삼성  1,페넌트레이스,SBS SPORTS
2023.04.26 수,18:30,잠실야구장,종료  SSG  5  LG  3,페넌트레이스,SPOTV2
2023.04.27 목,18:30,사직야구장,종료  한화  0  롯데  3,페넌트레이스,KBS N SPORTS
2023.04.27 목,18:30,고척 스카이돔,종료  KT  1  키움  3,페넌트레이스,SPOTV
2023.04.27 목,18:30,광주-기아 챔피언스필드,종료  NC  0  KIA  5,페넌트레이스,MBC SPORTS+
2023.04.27 목,18:30,대구 삼성 라이온즈 파크,종료  두산  6  삼성  7,페넌트레이스,SBS SPORTS
2023.04.27 목,18:30,잠실야구장,종료  SSG  3  LG  6,페넌트레이스,SPOTV2
2023.04.28 금,18:30,잠실야구장,종료  KIA  4  LG  3,페넌트레이스,SPOTV
2023.04.28 금,18:30,한화생명 이글스 파크,종료  NC  6  한화  4,페넌트레이스,KBS N SPORTS
2023.04.28 금,18:30,인천 SSG 랜더스 필드,종료  두산  1  SSG  4,페넌트레이스,SPOTV2
2023.04.28 금,18:30,수원 케이티위즈 파크,종료  삼성  10  KT  9,페넌트레이스,SBS SPORTS
2023.04.28 금,18:30,사직야구장,종료  키움  2  롯데  5,페넌트레이스,MBC SPORTS+
2023.04.29 토,17:00,잠실야구장,종료  KIA  6  LG  3,페넌트레이스,SPOTV
2023.04.29 토,17:00,한화생명 이글스 파크,종료  NC  3  한화  2,페넌트레이스,KBS N SPORTS
2023.04.29 토,17:00,인천 SSG 랜더스 필드,종료  두산  4  SSG  10,페넌트레이스,SPOTV2
2023.04.29 토,17:00,수원 케이티위즈 파크,종료  삼성  3  KT  2,페넌트레이스,SBS SPORTS
2023.04.29 토,17:00,사직야구장,경기취소  키움  -  롯데  -,페넌트레이스,MBC SPORTS+
2023.04.30 일,14:00,잠실야구장,종료  KIA  12  LG  8,페넌트레이스,SPOTV
2023.04.30 일,14:00,한화생명 이글스 파크,종료  NC  4  한화  1,페넌트레이스,KBS N SPORTS
2023.04.30 일,14:00,인천 SSG 랜더스 필드,종료  두산  2  SSG  0,페넌트레이스,SPOTV2
2023.04.30 일,14:00,수원 케이티위즈 파크,종료  삼성  1  KT  0,페넌트레이스,SBS SPORTS
2023.04.30 일,14:00,사직야구장,종료  키움  3  롯데  5,페넌트레이스,MBC SPORTS+
2023.05.01 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.05.02 화,18:30,잠실야구장,종료  한화  0  두산  3,페넌트레이스,SPOTV
2023.05.02 화,18:30,인천 SSG 랜더스 필드,종료  KT  11  SSG  4,페넌트레이스,SPOTV2
2023.05.02 화,18:30,창원NC파크,종료  LG  5  NC  3,페넌트레이스,KBS N SPORTS
2023.05.02 화,18:30,광주-기아 챔피언스필드,종료  롯데  7  KIA  4,페넌트레이스,SBS SPORTS
2023.05.02 화,18:30,대구 삼성 라이온즈 파크,종료  키움  4  삼성  0,페넌트레이스,MBC SPORTS+
2023.05.03 수,18:30,잠실야구장,종료  한화  8  두산  3,페넌트레이스,SPOTV
2023.05.03 수,18:30,인천 SSG 랜더스 필드,종료  KT  3  SSG  5,페넌트레이스,SPOTV2
2023.05.03 수,18:30,창원NC파크,종료  LG  2  NC  1,페넌트레이스,KBS N SPORTS
2023.05.03 수,18:30,광주-기아 챔피언스필드,종료  롯데  2  KIA  10,페넌트레이스,SBS SPORTS
2023.05.03 수,18:30,대구 삼성 라이온즈 파크,종료  키움  4  삼성  1,페넌트레이스,MBC SPORTS+
2023.05.04 목,18:30,잠실야구장,종료  한화  10  두산  3,페넌트레이스,SPOTV
2023.05.04 목,18:30,인천 SSG 랜더스 필드,종료  KT  2  SSG  10,페넌트레이스,SPOTV2
2023.05.04 목,18:30,창원NC파크,경기취소  LG  -  NC  -,페넌트레이스,KBS N SPORTS
2023.05.04 목,18:30,광주-기아 챔피언스필드,경기취소  롯데  -  KIA  -,페넌트레이스,SBS SPORTS
2023.05.04 목,18:30,대구 삼성 라이온즈 파크,종료  키움  1  삼성  14,페넌트레이스,MBC SPORTS+
2023.05.05 금,14:00,창원NC파크,경기취소  KIA  -  NC  -,페넌트레이스,SPOTV2
2023.05.05 금,14:00,한화생명 이글스 파크,경기취소  KT  -  한화  -,페넌트레이스,KBS N SPORTS
2023.05.05 금,14:00,잠실야구장,경기취소  LG  -  두산  -,페넌트레이스,SBS TV
2023.05.05 금,14:00,고척 스카이돔,종료  SSG  3  키움  1,페넌트레이스,SBS SPORTS
2023.05.05 금,14:00,사직야구장,경기취소  삼성  -  롯데  -,페넌트레이스,MBC TV
2023.05.06 토,14:00,잠실야구장,경기취소  LG  -  두산  -,페넌트레이스,KBS 2TV
2023.05.06 토,17:00,창원NC파크,경기취소  KIA  -  NC  -,페넌트레이스,MBC SPORTS+
2023.05.06 토,17:00,한화생명 이글스 파크,경기취소  KT  -  한화  -,페넌트레이스,KBS N SPORTS
2023.05.06 토,17:00,고척 스카이돔,종료  SSG  2  키움  1,페넌트레이스,SBS SPORTS
2023.05.06 토,17:00,사직야구장,경기취소  삼성  -  롯데  -,페넌트레이스,SPOTV2
2023.05.07 일,14:00,창원NC파크,경기취소  KIA  -  NC  -,페넌트레이스,MBC SPORTS+
2023.05.07 일,14:00,한화생명 이글스 파크,종료  KT  2  한화  6,페넌트레이스,KBS N SPORTS
2023.05.07 일,14:00,잠실야구장,종료  LG  11  두산  1,페넌트레이스,MBC TV
2023.05.07 일,14:00,고척 스카이돔,종료  SSG  7  키움  6,페넌트레이스,SBS SPORTS
2023.05.07 일,14:00,사직야구장,경기취소  삼성  -  롯데  -,페넌트레이스,SPOTV2
2023.05.08 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.05.09 화,18:30,수원 케이티위즈 파크,종료  NC  16  KT  4,페넌트레이스,SBS SPORTS
2023.05.09 화,18:30,사직야구장,종료  두산  5  롯데  2,페넌트레이스,SPOTV2
2023.05.09 화,18:30,광주-기아 챔피언스필드,종료  SSG  0  KIA  3,페넌트레이스,SPOTV
2023.05.09 화,18:30,한화생명 이글스 파크,종료  삼성  9  한화  1,페넌트레이스,MBC SPORTS+
2023.05.09 화,18:30,잠실야구장,종료  키움  4  LG  5,페넌트레이스,KBS N SPORTS
2023.05.10 수,18:30,수원 케이티위즈 파크,종료  NC  8  KT  7,페넌트레이스,SBS SPORTS
2023.05.10 수,18:30,사직야구장,종료  두산  0  롯데  3,페넌트레이스,SPOTV2
2023.05.10 수,18:30,광주-기아 챔피언스필드,종료  SSG  5  KIA  3,페넌트레이스,SPOTV
2023.05.10 수,18:30,한화생명 이글스 파크,종료  삼성  1  한화  5,페넌트레이스,MBC SPORTS+
2023.05.10 수,18:30,잠실야구장,종료  키움  11  LG  1,페넌트레이스,KBS N SPORTS
2023.05.11 목,18:30,수원 케이티위즈 파크,종료  NC  4  KT  1,페넌트레이스,SBS SPORTS
2023.05.11 목,18:30,사직야구장,종료  두산  6  롯데  7,페넌트레이스,SPOTV2
2023.05.11 목,18:30,광주-기아 챔피언스필드,종료  SSG  5  KIA  3,페넌트레이스,SPOTV
2023.05.11 목,18:30,한화생명 이글스 파크,종료  삼성  0  한화  4,페넌트레이스,MBC SPORTS+
2023.05.11 목,18:30,잠실야구장,종료  키움  0  LG  1,페넌트레이스,KBS N SPORTS
2023.05.12 금,18:30,인천 SSG 랜더스 필드,종료  한화  5  SSG  2,페넌트레이스,SPOTV
2023.05.12 금,18:30,잠실야구장,종료  KIA  1  두산  6,페넌트레이스,SBS SPORTS
2023.05.12 금,18:30,대구 삼성 라이온즈 파크,종료  LG  0  삼성  4,페넌트레이스,SPOTV2
2023.05.12 금,18:30,수원 케이티위즈 파크,종료  롯데  1  KT  2,페넌트레이스,MBC SPORTS+
2023.05.12 금,18:30,고척 스카이돔,종료  NC  4  키움  7,페넌트레이스,KBS N SPORTS
2023.05.13 토,17:00,인천 SSG 랜더스 필드,종료  한화  5  SSG  8,페넌트레이스,SPOTV
2023.05.13 토,17:00,잠실야구장,종료  KIA  1  두산  5,페넌트레이스,SBS SPORTS
2023.05.13 토,17:00,대구 삼성 라이온즈 파크,종료  LG  7  삼성  4,페넌트레이스,SPOTV2
2023.05.13 토,17:00,수원 케이티위즈 파크,종료  롯데  5  KT  0,페넌트레이스,MBC SPORTS+
2023.05.13 토,17:00,고척 스카이돔,종료  NC  2  키움  9,페넌트레이스,KBS N SPORTS
2023.05.14 일,14:00,인천 SSG 랜더스 필드,종료  한화  3  SSG  3,페넌트레이스,SPOTV
2023.05.14 일,14:00,잠실야구장,종료  KIA  4  두산  8,페넌트레이스,MBC TV
2023.05.14 일,14:00,대구 삼성 라이온즈 파크,종료  LG  8  삼성  5,페넌트레이스,SPOTV2
2023.05.14 일,14:00,수원 케이티위즈 파크,종료  롯데  8  KT  3,페넌트레이스,SBS SPORTS
2023.05.14 일,14:00,고척 스카이돔,종료  NC  6  키움  4,페넌트레이스,KBS N SPORTS
2023.05.15 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.05.16 화,18:30,대구 삼성 라이온즈 파크,종료  KIA  8  삼성  2,페넌트레이스,KBS N SPORTS
2023.05.16 화,18:30,잠실야구장,종료  KT  12  LG  7,페넌트레이스,SPOTV2
2023.05.16 화,18:30,한화생명 이글스 파크,종료  롯데  3  한화  1,페넌트레이스,SBS SPORTS
2023.05.16 화,18:30,고척 스카이돔,종료  두산  4  키움  1,페넌트레이스,MBC SPORTS+
2023.05.16 화,18:30,창원NC파크,종료  SSG  3  NC  5,페넌트레이스,SPOTV
2023.05.17 수,18:30,대구 삼성 라이온즈 파크,종료  KIA  7  삼성  6,페넌트레이스,KBS N SPORTS
2023.05.17 수,18:30,잠실야구장,종료  KT  3  LG  7,페넌트레이스,SPOTV2
2023.05.17 수,18:30,한화생명 이글스 파크,종료  롯데  1  한화  2,페넌트레이스,SBS SPORTS
2023.05.17 수,18:30,고척 스카이돔,종료  두산  9  키움  6,페넌트레이스,MBC SPORTS+
2023.05.17 수,18:30,창원NC파크,종료  SSG  4  NC  0,페넌트레이스,SPOTV
2023.05.18 목,18:30,대구 삼성 라이온즈 파크,경기취소  KIA  -  삼성  -,페넌트레이스,KBS N SPORTS
2023.05.18 목,18:30,잠실야구장,종료  KT  5  LG  9,페넌트레이스,SPOTV2
2023.05.18 목,18:30,한화생명 이글스 파크,종료  롯데  7  한화  3,페넌트레이스,SBS SPORTS
2023.05.18 목,18:30,고척 스카이돔,종료  두산  3  키움  7,페넌트레이스,MBC SPORTS+
2023.05.18 목,18:30,창원NC파크,경기취소  SSG  -  NC  -,페넌트레이스,SPOTV
2023.05.19 금,18:30,잠실야구장,종료  한화  1  LG  3,페넌트레이스,KBS N SPORTS
2023.05.19 금,18:30,수원 케이티위즈 파크,종료  두산  1  KT  6,페넌트레이스,SPOTV2
2023.05.19 금,18:30,사직야구장,종료  SSG  5  롯데  7,페넌트레이스,SBS SPORTS
2023.05.19 금,18:30,창원NC파크,종료  삼성  5  NC  4,페넌트레이스,SPOTV
2023.05.19 금,18:30,광주-기아 챔피언스필드,종료  키움  1  KIA  10,페넌트레이스,MBC SPORTS+
2023.05.20 토,17:00,잠실야구장,종료  한화  1  LG  1,페넌트레이스,KBS N SPORTS
2023.05.20 토,17:00,수원 케이티위즈 파크,종료  두산  6  KT  0,페넌트레이스,SPOTV2
2023.05.20 토,17:00,사직야구장,종료  SSG  5  롯데  0,페넌트레이스,SBS SPORTS
2023.05.20 토,17:00,창원NC파크,종료  삼성  3  NC  14,페넌트레이스,SPOTV
2023.05.20 토,17:00,광주-기아 챔피언스필드,종료  키움  2  KIA  3,페넌트레이스,MBC SPORTS+
2023.05.21 일,14:00,잠실야구장,종료  한화  1  LG  4,페넌트레이스,MBC TV
2023.05.21 일,14:00,수원 케이티위즈 파크,종료  두산  3  KT  7,페넌트레이스,SPOTV
2023.05.21 일,14:00,사직야구장,종료  SSG  6  롯데  3,페넌트레이스,KBS N SPORTS
2023.05.21 일,14:00,창원NC파크,종료  삼성  2  NC  1,페넌트레이스,SBS SPORTS
2023.05.21 일,14:00,광주-기아 챔피언스필드,종료  키움  1  KIA  0,페넌트레이스,MBC SPORTS+
2023.05.22 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.05.23 화,18:30,한화생명 이글스 파크,종료  KIA  5  한화  9,페넌트레이스,SPOTV
2023.05.23 화,18:30,인천 SSG 랜더스 필드,종료  LG  9  SSG  1,페넌트레이스,SPOTV2
2023.05.23 화,18:30,사직야구장,종료  NC  0  롯데  2,페넌트레이스,SBS SPORTS
2023.05.23 화,18:30,잠실야구장,종료  삼성  5  두산  7,페넌트레이스,MBC SPORTS+
2023.05.23 화,18:30,수원 케이티위즈 파크,종료  키움  3  KT  1,페넌트레이스,KBS N SPORTS
2023.05.24 수,18:30,한화생명 이글스 파크,종료  KIA  4  한화  2,페넌트레이스,SPOTV
2023.05.24 수,18:30,인천 SSG 랜더스 필드,종료  LG  3  SSG  5,페넌트레이스,SPOTV2
2023.05.24 수,18:30,사직야구장,종료  NC  3  롯데  1,페넌트레이스,SBS SPORTS
2023.05.24 수,18:30,잠실야구장,종료  삼성  6  두산  1,페넌트레이스,MBC SPORTS+
2023.05.24 수,18:30,수원 케이티위즈 파크,종료  키움  1  KT  4,페넌트레이스,KBS N SPORTS
2023.05.25 목,18:30,한화생명 이글스 파크,종료  KIA  3  한화  4,페넌트레이스,SPOTV
2023.05.25 목,18:30,인천 SSG 랜더스 필드,종료  LG  8  SSG  3,페넌트레이스,SPOTV2
2023.05.25 목,18:30,사직야구장,종료  NC  1  롯데  11,페넌트레이스,SBS SPORTS
2023.05.25 목,18:30,잠실야구장,종료  삼성  3  두산  4,페넌트레이스,MBC SPORTS+
2023.05.25 목,18:30,수원 케이티위즈 파크,종료  키움  0  KT  3,페넌트레이스,KBS N SPORTS
2023.05.26 금,18:30,창원NC파크,종료  한화  0  NC  11,페넌트레이스,SBS SPORTS
2023.05.26 금,18:30,대구 삼성 라이온즈 파크,종료  KT  4  삼성  1,페넌트레이스,MBC SPORTS+
2023.05.26 금,18:30,광주-기아 챔피언스필드,종료  LG  5  KIA  3,페넌트레이스,KBS N SPORTS
2023.05.26 금,18:30,고척 스카이돔,종료  롯데  2  키움  0,페넌트레이스,SPOTV
2023.05.26 금,18:30,잠실야구장,종료  SSG  14  두산  3,페넌트레이스,SPOTV2
2023.05.27 토,14:00,창원NC파크,종료  한화  5  NC  0,페넌트레이스,SPOTV
2023.05.27 토,14:00,대구 삼성 라이온즈 파크,종료  KT  5  삼성  2,페넌트레이스,MBC SPORTS+
2023.05.27 토,14:00,광주-기아 챔피언스필드,종료  LG  3  KIA  6,페넌트레이스,KBS 2TV
2023.05.27 토,14:00,고척 스카이돔,종료  롯데  6  키움  5,페넌트레이스,SBS TV
2023.05.27 토,14:00,잠실야구장,경기취소  SSG  -  두산  -,페넌트레이스,KBS N SPORTS
2023.05.28 일,14:00,창원NC파크,경기취소  한화  -  NC  -,페넌트레이스,SPOTV2
2023.05.28 일,14:00,대구 삼성 라이온즈 파크,종료  KT  4  삼성  6,페넌트레이스,MBC SPORTS+
2023.05.28 일,14:00,광주-기아 챔피언스필드,종료  LG  7  KIA  1,페넌트레이스,MBC TV
2023.05.28 일,14:00,고척 스카이돔,종료  롯데  5  키움  7,페넌트레이스,KBS N SPORTS
2023.05.28 일,14:00,잠실야구장,경기취소  SSG  -  두산  -,페넌트레이스,SPOTV
2023.05.29 월,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.,경기가 없습니다.
2023.05.30 화,18:30,광주-기아 챔피언스필드,종료  KT  1  KIA  6,페넌트레이스,KBS N SPORTS
2023.05.30 화,18:30,잠실야구장,종료  롯데  1  LG  3,페넌트레이스,MBC SPORTS+
2023.05.30 화,18:30,창원NC파크,종료  두산  0  NC  5,페넌트레이스,SPOTV2
2023.05.30 화,18:30,인천 SSG 랜더스 필드,종료  삼성  2  SSG  3,페넌트레이스,SPOTV
2023.05.30 화,18:30,한화생명 이글스 파크,종료  키움  1  한화  7,페넌트레이스,SBS SPORTS
2023.05.31 수,18:30,광주-기아 챔피언스필드,종료  KT  1  KIA  7,페넌트레이스,KBS N SPORTS
2023.05.31 수,18:30,잠실야구장,종료  롯데  7  LG  1,페넌트레이스,MBC SPORTS+
2023.05.31 수,18:30,창원NC파크,종료  두산  3  NC  2,페넌트레이스,SPOTV2
2023.05.31 수,18:30,인천 SSG 랜더스 필드,종료  삼성  3  SSG  2,페넌트레이스,SPOTV
2023.05.31 수,18:30,한화생명 이글스 파크,종료  키움  15  한화  3,페넌트레이스,SBS SPORTS
2023.06.01 목,18:30,광주-기아 챔피언스필드,경기취소  KT  -  KIA  -,페넌트레이스,KBS N SPORTS
2023.06.01 목,18:30,잠실야구장,종료  롯데  1  LG  6,페넌트레이스,MBC SPORTS+
2023.06.01 목,18:30,창원NC파크,경기취소  두산  -  NC  -,페넌트레이스,SPOTV2
2023.06.01 목,18:30,인천 SSG 랜더스 필드,종료  삼성  2  SSG  14,페넌트레이스,SPOTV
2023.06.01 목,18:30,한화생명 이글스 파크,종료  키움  3  한화  7,페넌트레이스,SBS SPORTS
2023.06.02 금,18:30,사직야구장,종료  KIA  2  롯데  14,페넌트레이스,SBS SPORTS
2023.06.02 금,18:30,잠실야구장,종료  NC  9  LG  2,페넌트레이스,KBS N SPORTS
2023.06.02 금,18:30,수원 케이티위즈 파크,종료  두산  10  KT  1,페넌트레이스,SPOTV2
2023.06.02 금,18:30,한화생명 이글스 파크,종료  삼성  8  한화  7,페넌트레이스,MBC SPORTS+
2023.06.02 금,18:30,인천 SSG 랜더스 필드,종료  키움  2  SSG  3,페넌트레이스,SPOTV
